Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Subcellular location [CC]
P03879	reviewed	MBI4_YEAST	Intron-encoded RNA maturase bI4 (RNA maturase SCbI4) [Cleaved into: Truncated, nonfunctional cytochrome b; RNA maturase bI4 (EC 3.1.-.-)]	BI4 SCBI4 Q0120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	638	SUBCELLULAR LOCATION: Mitochondrion.
P03962	reviewed	PYRF_YEAST	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase) (Uridine 5'-monophosphate synthase) (UMP synthase)	URA3 YEL021W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267	
P03965	reviewed	CARB_YEAST	Carbamoyl-phosphate synthase arginine-specific large chain (EC 6.3.5.5) (Arginine-specific carbamoyl-phosphate synthetase, ammonia chain)	CPA2 YJR109C J2002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1118	SUBCELLULAR LOCATION: Cytoplasm.
P04037	reviewed	COX4_YEAST	Cytochrome c oxidase subunit 4, mitochondrial (Cytochrome c oxidase polypeptide IV)	COX4 YGL187C G1362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:30598554}.
P04039	reviewed	COX8_YEAST	Cytochrome c oxidase subunit 8, mitochondrial (Cytochrome c oxidase polypeptide VIII)	COX8 YLR395C L8084.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	78	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.
P04050	reviewed	RPB1_YEAST	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit 1) (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit B220)	RPO21 RPB1 RPB220 SUA8 YDL140C D2150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1733	SUBCELLULAR LOCATION: Nucleus.
P04051	reviewed	RPC1_YEAST	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase III subunit C160)	RPO31 RPC1 RPC160 YOR116C O3254 YOR3254C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1460	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P04147	reviewed	PABP_YEAST	Polyadenylate-binding protein, cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (ARS consensus-binding protein ACBP-67) (Polyadenylate tail-binding protein)	PAB1 YER165W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	577	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Predominantly cytoplasmic. Rapidly shuttles between the nucleus and the cytoplasm. Can be exported from the nucleus through at least 2 distinct pathways, the main being dependent on the exportin CRM1, and the second requiring MEX67 and ongoing mRNA export. Import is mediated by the importin SXM1.
P04385	reviewed	GAL1_YEAST	Galactokinase (EC 2.7.1.6) (Galactose kinase)	GAL1 YBR020W YBR0302	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528	
P04386	reviewed	GAL4_YEAST	Regulatory protein GAL4	GAL4 YPL248C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	881	SUBCELLULAR LOCATION: Nucleus.
P04387	reviewed	GAL80_YEAST	Galactose/lactose metabolism regulatory protein GAL80	GAL80 YML051W YM9827.01 YM9958.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435	
P04397	reviewed	GAL10_YEAST	Bifunctional protein GAL10 [Includes: UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase); Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)]	GAL10 YBR019C YBR0301	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	699	
P04456	reviewed	RL25_YEAST	60S ribosomal protein L25 (Large ribosomal subunit protein uL23) (RP16L) (YL25) (YP42')	RPL25 YOL127W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}.
P04710	reviewed	ADT1_YEAST	ADP,ATP carrier protein 1 (ADP/ATP translocase 1) (Adenine nucleotide translocator 1) (ANT 1)	AAC1 YMR056C YM9796.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P18239}; Multi-pass membrane protein {ECO:0000255}.
P04786	reviewed	TOP1_YEAST	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Maintenance of killer protein 1)	TOP1 MAK1 YOL006C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	769	SUBCELLULAR LOCATION: Nucleus, nucleolus. Nucleus, nucleoplasm. Note=Diffuse nuclear localization with some enrichment in nucleoli. On CPT treatment, cleared from nucleoli into nucleoplasm. Sumoylated forms found in both nucleoplasm and nucleoli (By similarity). {ECO:0000250}.
P04802	reviewed	SYDC_YEAST	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	DPS1 APS APS1 YLL018C L1295	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	557	SUBCELLULAR LOCATION: Cytoplasm.
P04806	reviewed	HXKA_YEAST	Hexokinase-1 (EC 2.7.1.1) (Hexokinase PI) (Hexokinase-A)	HXK1 HKA YFR053C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	485	
P04807	reviewed	HXKB_YEAST	Hexokinase-2 (EC 2.7.1.1) (Hexokinase PII) (Hexokinase-B)	HXK2 HEX1 HKB YGL253W NRB486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486	
P04817	reviewed	CAN1_YEAST	Arginine permease CAN1 (Canavanine resistance protein 1)	CAN1 YEL063C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	590	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12100990, ECO:0000269|PubMed:14551254, ECO:0000269|PubMed:21223946, ECO:0000269|PubMed:21880895}; Multi-pass membrane protein {ECO:0000269|PubMed:21880895}. Endosome membrane {ECO:0000269|PubMed:21880895}; Multi-pass membrane protein {ECO:0000269|PubMed:21880895}. Note=Recycled via the retromer-mediated pathway (PubMed:21880895). Requires phosphatidyl ethanolamine (PE) for localization and exclusively associated with lipid rafts called MCCs (membrane compartment occupied by CAN1) (PubMed:12100990, PubMed:14551254, PubMed:21223946). {ECO:0000269|PubMed:12100990, ECO:0000269|PubMed:14551254, ECO:0000269|PubMed:21223946, ECO:0000269|PubMed:21880895}.
P04819	reviewed	DNLI1_YEAST	DNA ligase 1 (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1)	CDC9 YDL164C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	755	SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion.; SUBCELLULAR LOCATION: [Isoform Nuclear]: Nucleus.
P04821	reviewed	CDC25_YEAST	Cell division control protein 25	CDC25 CTN1 YLR310C L2142.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1589	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P04840	reviewed	VDAC1_YEAST	Mitochondrial outer membrane protein porin 1 (Voltage-dependent anion-selective channel protein 1) (VDAC-1)	POR1 OMP2 VDAC1 YNL055C N2441 YNL2441C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283	SUBCELLULAR LOCATION: Mitochondrion outer membrane.
P04911	reviewed	H2A1_YEAST	Histone H2A.1	HTA1 H2A1 SPT11 YDR225W YD9934.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	SUBCELLULAR LOCATION: Nucleus. Chromosome.
P04912	reviewed	H2A2_YEAST	Histone H2A.2	HTA2 H2A2 YBL003C YBL0103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	SUBCELLULAR LOCATION: Nucleus. Chromosome.
P05030	reviewed	PMA1_YEAST	Plasma membrane ATPase 1 (EC 7.1.2.1) (Proton pump 1)	PMA1 YGL008C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	918	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P05066	reviewed	PHR_YEAST	Deoxyribodipyrimidine photo-lyase, mitochondrial (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	PHR1 YOR386W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	565	SUBCELLULAR LOCATION: Nucleus. Mitochondrion.
P05150	reviewed	OTC_YEAST	Ornithine carbamoyltransferase (EC 2.1.3.3) (Ornithine transcarbamylase) (OTCase)	ARG3 YJL088W J0924	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338	SUBCELLULAR LOCATION: Cytoplasm.
P05317	reviewed	RLA0_YEAST	60S acidic ribosomal protein P0 (A0) (L10e) (Large ribosomal subunit protein uL10)	RPP0 L10E RPA0 RPL10E RPLA0 YLR340W L8300.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}.
P05318	reviewed	RLA1_YEAST	60S acidic ribosomal protein P1-alpha (A1) (L12eIIA) (Large ribosomal subunit protein P1-A) (P1A) (YP1alpha)	RPP1A L12EIIA RPA1 RPLA1 YDL081C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P05319	reviewed	RLA2_YEAST	60S acidic ribosomal protein P2-alpha (A2) (L12eIB) (L44) (Large ribosomal subunit protein P2-A) (P2A) (YP2alpha)	RPP2A L12EIB RPA2 RPL44 RPLA2 YOL039W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P05373	reviewed	HEM2_YEAST	Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	HEM2 YGL040C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342	
P05374	reviewed	CHO2_YEAST	Phosphatidylethanolamine N-methyltransferase (PE methyltransferase) (PEAMT) (PEMT) (EC 2.1.1.17) (Choline-requiring protein 2)	CHO2 PEM1 YGR157W G6673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	869	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03217, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03217}.
P05375	reviewed	PLMT_YEAST	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.17) (EC 2.1.1.71) (Overproducer of inositol protein 3) (Phospholipid methyltransferase) (PLMT)	OPI3 PEM2 YJR073C J1824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03216, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03216}. Mitochondrion membrane {ECO:0000255|HAMAP-Rule:MF_03216, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03216}.
P05453	reviewed	ERF3_YEAST	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF3) (ERF2) (G1 to S phase transition protein 1) (Omnipotent suppressor protein 2) (PSI no more protein 2) (Polypeptide release factor 3) (Translation release factor 3)	SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	685	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P05626	reviewed	ATPF_YEAST	ATP synthase subunit 4, mitochondrial	ATP4 YPL078C LPF7C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
P05737	reviewed	RL7A_YEAST	60S ribosomal protein L7-A (L6) (Large ribosomal subunit protein uL30-A) (RP11) (YL8)	RPL7A RPL6A RPL8A YL8A YGL076C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P05739	reviewed	RL6B_YEAST	60S ribosomal protein L6-B (L17) (Large ribosomal subunit protein eL6-B) (RP18) (YL16)	RPL6B RPL16B RPL17B YL16B YLR448W L9324.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	176	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P05740	reviewed	RL17A_YEAST	60S ribosomal protein L17-A (L20A) (Large ribosomal subunit protein uL22-A) (YL17)	RPL17A RPL17 RPL20A YKL180W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	184	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P05744	reviewed	RL33A_YEAST	60S ribosomal protein L33-A (L37) (Large ribosomal subunit protein eL33-A) (RP47) (YL37)	RPL33A RPL37A YPL143W LPI4W P2625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}.
P05745	reviewed	RL36A_YEAST	60S ribosomal protein L36-A (L39) (Large ribosomal subunit protein eL36-A) (YL39)	RPL36A RPL39A YMR194W YM9646.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P05748	reviewed	RL15A_YEAST	60S ribosomal protein L15-A (L13) (Large ribosomal subunit protein eL15-A) (RP15R) (YL10) (YP18)	RPL15A RPL10A RPL13A YL10A YLR029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	204	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}.
P05750	reviewed	RS3_YEAST	40S ribosomal protein S3 (RP13) (Small ribosomal subunit protein uS3) (YS3)	RPS3 SUF14 YNL178W N1653	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}.
P05755	reviewed	RS9B_YEAST	40S ribosomal protein S9-B (RP21) (S13) (Small ribosomal subunit protein uS4-B) (YP28) (YS11)	RPS9B RPS13B SUP46 YBR189W YBR1317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}. Nucleus, nucleolus {ECO:0000269|PubMed:15590835}.
P05756	reviewed	RS13_YEAST	40S ribosomal protein S13 (S27a) (Small ribosomal subunit protein uS15) (YS15)	RPS13 RPS13C YDR064W D4252 YD9609.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	151	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}.
P05759	reviewed	RS31_YEAST	Ubiquitin-40S ribosomal protein S31 [Cleaved into: Ubiquitin; 40S ribosomal protein S31 (CEP76) (S37) (Small ribosomal subunit protein eS31) (YS24)]	RPS31 RPS37 UBI3 YLR167W L9470.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	152	SUBCELLULAR LOCATION: [Ubiquitin]: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.; SUBCELLULAR LOCATION: [40S ribosomal protein S31]: Cytoplasm {ECO:0000269|PubMed:22096102}.
P05986	reviewed	KAPC_YEAST	cAMP-dependent protein kinase type 3 (PKA 3) (EC 2.7.11.11)	TPK3 PKA3 YKL166C YKL630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	398	
P06100	reviewed	NOT2_YEAST	General negative regulator of transcription subunit 2 (cell division cycle protein 36)	CDC36 DNA19 NOT2 YDL165W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	191	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11889048}. Nucleus {ECO:0000269|PubMed:11889048}.
P06101	reviewed	CDC37_YEAST	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	CDC37 SMO1 YDR168W YD9489.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P06102	reviewed	NOT3_YEAST	General negative regulator of transcription subunit 3	NOT3 YIL038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	836	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Nucleus.
P06103	reviewed	EIF3B_YEAST	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Cell cycle regulation and translation initiation protein) (Eukaryotic translation initiation factor 3 90 kDa subunit) (eIF3 p90) (Translation initiation factor eIF3 p90 subunit)	PRT1 CDC63 YOR361C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03001, ECO:0000269|PubMed:14562095}.
P06104	reviewed	UBC2_YEAST	Ubiquitin-conjugating enzyme E2 2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 2) (Radiation sensitivity protein 6) (Ubiquitin carrier protein UBC2) (Ubiquitin-protein ligase UBC2)	RAD6 UBC2 YGL058W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10880451, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8436296}. Nucleus {ECO:0000269|PubMed:10880451, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8436296}.
P06105	reviewed	SC160_YEAST	Protein SCP160 (Protein HX)	SCP160 HX YJL080C J1017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1222	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Nucleus membrane; Peripheral membrane protein; Cytoplasmic side. Note=Attached to the cytoplasmic surface of the ER-nuclear envelope membranes.
P06106	reviewed	CYSD_YEAST	Homocysteine/cysteine synthase (EC 2.5.1.47) (EC 2.5.1.49) (O-acetylserine/O-acetylhomoserine sulfhydrylase) (OAS-OAH SHLase) (OAS-OAH sulfhydrylase)	MET17 MET15 MET25 YLR303W L8003.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11914276}.
P06115	reviewed	CATT_YEAST	Catalase T (EC 1.11.1.6)	CTT1 YGR088W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	562	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P06168	reviewed	ILV5_YEAST	Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Isoleucine-plus-valine requiring protein 5)	ILV5 YLR355C L9638.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395	SUBCELLULAR LOCATION: Mitochondrion.
P06169	reviewed	PDC1_YEAST	Pyruvate decarboxylase isozyme 1 (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	PDC1 YLR044C L2104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P06197	reviewed	PIS_YEAST	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)	PIS1 PIS YPR113W P8283.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220	SUBCELLULAR LOCATION: Microsome membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:16823961}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961}.
P06208	reviewed	LEU1_YEAST	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	LEU4 YNL104C N2173	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	619	SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm {ECO:0000269|PubMed:3275644}.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000269|PubMed:3275644}.
P06242	reviewed	KIN28_YEAST	Serine/threonine-protein kinase KIN28 (EC 2.7.11.23)	KIN28 YDL108W D2330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	306	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P06243	reviewed	CDC7_YEAST	Cell division control protein 7 (EC 2.7.11.1)	CDC7 OAF2 YDL017W D2855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507	
P06244	reviewed	KAPA_YEAST	cAMP-dependent protein kinase type 1 (PKA 1) (EC 2.7.11.11) (CDC25-suppressing protein kinase) (PK-25)	TPK1 PKA1 SRA3 YJL164C J0541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	397	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P06245	reviewed	KAPB_YEAST	cAMP-dependent protein kinase type 2 (PKA 2) (EC 2.7.11.11)	TPK2 PKA2 YKR1 YPL203W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	380	
P06367	reviewed	RS14A_YEAST	40S ribosomal protein S14-A (RP59A) (Small ribosomal subunit protein uS11-A)	RPS14A CRY1 RPL59 YCR031C YCR31C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}. Nucleus, nucleolus {ECO:0000269|PubMed:15590835}.
P06634	reviewed	DED1_YEAST	ATP-dependent RNA helicase DED1 (EC 3.6.4.13) (DEAD box protein 1) (Defines essential domain protein 1)	DED1 SPP81 YOR204W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604	SUBCELLULAR LOCATION: Cytoplasm.
P06700	reviewed	SIR2_YEAST	NAD-dependent histone deacetylase SIR2 (EC 2.3.1.286) (Regulatory protein SIR2) (Silent information regulator 2)	SIR2 MAR1 YDL042C D2714	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	562	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:9214640}. Note=Associated with nucleolar chromatin. Preferentially bound to the spacer regions of the rDNA repeats through its interaction with NET1.
P06701	reviewed	SIR3_YEAST	Regulatory protein SIR3 (Silent information regulator 3)	SIR3 CMT1 MAR2 STE8 YLR442C L9753.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	978	SUBCELLULAR LOCATION: Nucleus.
P06704	reviewed	CDC31_YEAST	Cell division control protein 31 (Nuclear pore protein CDC31) (Nucleoporin CDC31)	CDC31 DSK1 YOR257W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161	SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000269|PubMed:10684247}. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:8188750}. Note=Spindle pole body, SPB half- bridge (PubMed:8188750). Interacts with the nuclear pore complex (NPCs) at the nucleus envelope (PubMed:10684247). {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:8188750}.
