Entry	Entry Name	Gene Names	Subcellular location [CC]
P06103	EIF3B_YEAST	PRT1 CDC63 YOR361C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03001, ECO:0000269|PubMed:14562095}.
P06104	UBC2_YEAST	RAD6 UBC2 YGL058W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10880451, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8436296}. Nucleus {ECO:0000269|PubMed:10880451, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8436296}.
P06105	SC160_YEAST	SCP160 HX YJL080C J1017	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Nucleus membrane; Peripheral membrane protein; Cytoplasmic side. Note=Attached to the cytoplasmic surface of the ER-nuclear envelope membranes.
P06106	CYSD_YEAST	MET17 MET15 MET25 YLR303W L8003.1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11914276}.
P06115	CATT_YEAST	CTT1 YGR088W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P06168	ILV5_YEAST	ILV5 YLR355C L9638.7	SUBCELLULAR LOCATION: Mitochondrion.
P06169	PDC1_YEAST	PDC1 YLR044C L2104	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P06197	PIS_YEAST	PIS1 PIS YPR113W P8283.5	SUBCELLULAR LOCATION: Microsome membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:16823961}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961}.
P06208	LEU1_YEAST	LEU4 YNL104C N2173	SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm {ECO:0000269|PubMed:3275644}.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000269|PubMed:3275644}.
P06242	KIN28_YEAST	KIN28 YDL108W D2330	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P06243	CDC7_YEAST	CDC7 OAF2 YDL017W D2855	
P06244	KAPA_YEAST	TPK1 PKA1 SRA3 YJL164C J0541	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P06245	KAPB_YEAST	TPK2 PKA2 YKR1 YPL203W	
P06367	RS14A_YEAST	RPS14A CRY1 RPL59 YCR031C YCR31C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}. Nucleus, nucleolus {ECO:0000269|PubMed:15590835}.
P06634	DED1_YEAST	DED1 SPP81 YOR204W	SUBCELLULAR LOCATION: Cytoplasm.
P06700	SIR2_YEAST	SIR2 MAR1 YDL042C D2714	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:9214640}. Note=Associated with nucleolar chromatin. Preferentially bound to the spacer regions of the rDNA repeats through its interaction with NET1.
P06701	SIR3_YEAST	SIR3 CMT1 MAR2 STE8 YLR442C L9753.10	SUBCELLULAR LOCATION: Nucleus.
P06704	CDC31_YEAST	CDC31 DSK1 YOR257W	SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000269|PubMed:10684247}. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:8188750}. Note=Spindle pole body, SPB half- bridge (PubMed:8188750). Interacts with the nuclear pore complex (NPCs) at the nucleus envelope (PubMed:10684247). {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:8188750}.
P06738	PHSG_YEAST	GPH1 YPR160W P9584.1	
P06774	HAP2_YEAST	HAP2 YGL237C	SUBCELLULAR LOCATION: Nucleus.
P06777	RAD1_YEAST	RAD1 YPL022W	SUBCELLULAR LOCATION: Nucleus.
P06778	RAD52_YEAST	RAD52 YML032C	SUBCELLULAR LOCATION: Nucleus.
P06779	RAD7_YEAST	RAD7 YJR052W J1665	
P06780	RHO1_YEAST	RHO1 YPR165W P9325.3	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor. Endosome membrane; Lipid-anchor. Peroxisome membrane; Lipid-anchor. Note=Plasma membrane-associated at sites of polarized growth such as incipient bud sites, bud tips, the bud neck during cytokinesis, and the neck and tip of mating projections. Also found on internal membranes of endosomes and peroxisomes.
P06781	RHO2_YEAST	RHO2 YNL090W N2237	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.
P06782	SNF1_YEAST	SNF1 CAT1 CCR1 GLC2 PAS14 YDR477W D8035.20	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25869125}. Nucleus {ECO:0000269|PubMed:25869125}. Nucleus membrane {ECO:0000269|PubMed:17237508}; Peripheral membrane protein {ECO:0000269|PubMed:17237508}. Note=Nuclear translocation occurs under nitrogen and glucose starvation conditions (PubMed:25869125). {ECO:0000269|PubMed:25869125}.
P06784	STE7_YEAST	STE7 YDL159W D1525	
P06785	TYSY_YEAST	CDC21 CRT9 TMP1 YOR074C YOR29-25	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8132557}. Note=Localizes to the nuclear periphery.
P06786	TOP2_YEAST	TOP2 TOR3 YNL088W N2244	SUBCELLULAR LOCATION: Nucleus.
P06787	CALM_YEAST	CMD1 YBR109C YBR0904	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:8247006}.
P06838	RAD10_YEAST	RAD10 YML095C	SUBCELLULAR LOCATION: Nucleus.
P06839	RAD3_YEAST	RAD3 REM1 YER171W	SUBCELLULAR LOCATION: Nucleus.
P06843	SPT2_YEAST	SPT2 SIN1 SPM2 YER161C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:2072912, ECO:0000269|PubMed:26109053}.
P06844	SPT3_YEAST	SPT3 YDR392W D9509.12	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P07143	CY1_YEAST	CYT1 CTC1 YOR065W YOR29-16	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.
P07149	FAS1_YEAST	FAS1 YKL182W	
P07170	KAD2_YEAST	ADK1 AKY AKY1 AKY2 YDR226W YD9934.11	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000255|HAMAP-Rule:MF_03168, ECO:0000269|PubMed:12045196, ECO:0000269|PubMed:2850178}. Mitochondrion intermembrane space {ECO:0000255|HAMAP-Rule:MF_03168, ECO:0000269|PubMed:12045196, ECO:0000269|PubMed:16823961, ECO:0000269|PubMed:22984289, ECO:0000269|PubMed:2850178}. Note=90% cytoplasmic, 10% mitochondrial. {ECO:0000269|PubMed:2850178}.
P07213	TOM70_YEAST	TOM70 MAS70 OMP1 YNL121C N1905	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11502169}; Single-pass membrane protein {ECO:0000269|PubMed:11502169}.
P07244	PUR2_YEAST	ADE57 ADE5,7 YGL234W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P07245	C1TC_YEAST	ADE3 YGR204W G7733	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P07246	ADH3_YEAST	ADH3 YMR083W YM9582.08	SUBCELLULAR LOCATION: Mitochondrion matrix.
P07248	ADR1_YEAST	ADR1 YDR216W YD8142.16 YD8142B.08	SUBCELLULAR LOCATION: Nucleus.
P07249	ARGR1_YEAST	ARG80 ARGR1 YMR042W YM9532.07	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00251, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:3311884}.
P07250	IPMK_YEAST	ARG82 ARGR3 GSL3 IPK2 YDR173C YD9395.06C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10632874, ECO:0000269|PubMed:16123124, ECO:0000269|PubMed:3311884}.
P07251	ATPA_YEAST	ATP1 YBL099W YBL0827	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11502169}. Note=Peripheral membrane protein.
P07255	COX9_YEAST	COX9 YDL067C D2520	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.
P07256	QCR1_YEAST	COR1 QCR1 YBL045C YBL0403	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.
P07257	QCR2_YEAST	QCR2 COR2 UCR2 YPR191W P9677.6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:22984289, ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.
P07259	PYR1_YEAST	URA2 YJL130C J0686	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11015727, ECO:0000269|PubMed:14562095}.
P07260	IF4E_YEAST	CDC33 TIF45 YOL139C	
P07261	GCR1_YEAST	GCR1 SIT3 YPL075W LPF10W	SUBCELLULAR LOCATION: Nucleus.
P07263	SYH_YEAST	HTS1 YPR033C YP9367.13C	SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion.
P07264	LEUC_YEAST	LEU1 YGL009C	
P07267	CARP_YEAST	PEP4 PHO9 PRA1 YPL154C P2585	SUBCELLULAR LOCATION: Vacuole. Note=Lysosome-like vacuoles.
P07269	PHO2_YEAST	PHO2 BAS2 GRF10 YDL106C D2350	SUBCELLULAR LOCATION: Nucleus.
P07270	PHO4_YEAST	PHO4 YFR034C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8539622}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981, ECO:0000269|PubMed:8539622}. Note=Predominantly cytoplasmic under high-phosphate conditions and localized to the nucleus upon phosphate starvation.
P07271	PIF1_YEAST	PIF1 TST1 YML061C YM9958.01C	SUBCELLULAR LOCATION: [Isoform Nuclear]: Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16816432}. Note=Mainly concentrated in the nucleolus, and occasionally redistributes to single nuclear foci outside the nucleolus, probably sites of DNA repair. {ECO:0000269|PubMed:16816432}.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion inner membrane {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16816432, ECO:0000269|PubMed:1849081, ECO:0000269|PubMed:20655619}; Peripheral membrane protein {ECO:0000269|PubMed:20655619}; Matrix side {ECO:0000269|PubMed:20655619}. Note=Bound to the mitochondrial inner membrane either directly or indirectly via a protein complex. {ECO:0000269|PubMed:20655619}.
P07272	PPR1_YEAST	PPR1 YLR014C	SUBCELLULAR LOCATION: Nucleus.
P07273	TFS2_YEAST	DST1 PPR2 YGL043W	SUBCELLULAR LOCATION: Nucleus.
P07274	PROF_YEAST	PFY1 PFY PRF1 YOR122C O3275 YOR3275C	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P07276	RAD2_YEAST	RAD2 YGR258C	SUBCELLULAR LOCATION: Nucleus.
P07277	ERG12_YEAST	ERG12 RAR1 YMR208W YM8261.02	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000305|PubMed:1645230}.
P07278	KAPR_YEAST	BCY1 REG1 SRA1 YIL033C	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Cytoplasmic when phosphorylated. Nuclear when not phosphorylated.
P07280	RS19A_YEAST	RPS19A RP55A RPS16AA YOL121C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P07281	RS19B_YEAST	RPS19B RP55B RPS16AB YNL302C N0422	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P07283	PMM_YEAST	SEC53 ALG4 YFL045C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:3905826}.
P07284	SYSC_YEAST	SES1 SERS YDR023W YD9813.01	SUBCELLULAR LOCATION: Cytoplasm.
P07286	GPT_YEAST	ALG7 TUR1 YBR243C YBR1628	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.
P07342	ILVB_YEAST	ILV2 SMR1 YMR108W YM9718.07	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305|PubMed:10213630}.
P07347	ARD1_YEAST	ARD1 YHR013C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P07560	SEC4_YEAST	SEC4 SRO6 YFL005W	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane; Lipid-anchor; Cytoplasmic side. Cell membrane; Lipid-anchor; Cytoplasmic side. Cytoplasm. Note=A small fraction is soluble.
P07703	RPAC1_YEAST	RPC40 RPC5 YPR110C P8283.18	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.
P07834	CDC4_YEAST	CDC4 YFL009W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11080155}.
P07866	LTE1_YEAST	LTE1 EIS4 MSI2 YAL024C	SUBCELLULAR LOCATION: Cytoplasm. Bud. Note=The localization to the bud requires interaction with KEL1, as well as the presence of septins, CDC42, CLA4 and RAS2.
P07884	MOD5_YEAST	MOD5 YOR274W	SUBCELLULAR LOCATION: Note=[MOD+] forms multicytoplasmic aggregates that do not colocalize to either mitochondria or nucleus. {ECO:0000269|PubMed:22517861}.; SUBCELLULAR LOCATION: [Isoform I]: Cytoplasm {ECO:0000269|PubMed:1850093, ECO:0000269|PubMed:8139535}. Mitochondrion {ECO:0000269|PubMed:1850093, ECO:0000269|PubMed:1946403, ECO:0000269|PubMed:8139535}.; SUBCELLULAR LOCATION: [Isoform II]: Cytoplasm {ECO:0000269|PubMed:1850093, ECO:0000269|PubMed:1946403, ECO:0000269|PubMed:8139535}. Nucleus {ECO:0000269|PubMed:8139535}.
P07991	OAT_YEAST	CAR2 CARGB YLR438W L9753.2	SUBCELLULAR LOCATION: Cytoplasm.
P08004	CHS1_YEAST	CHS1 YNL192W N1404	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:2523889}; Multi-pass membrane protein {ECO:0000255}.
P08018	PBS2_YEAST	PBS2 HOG4 SFS4 SSK4 YJL128C J0699	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P08067	UCRI_YEAST	RIP1 YEL024W	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.
P08153	SWI5_YEAST	SWI5 YDR146C YD8358.03C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:1652372}. Cytoplasm {ECO:0000269|PubMed:1652372}. Note=Nuclear in G1, cytoplasmic in S, G2 and M cell cycle phases.
P08405	TY1A_YEASX	TY1A GAG TYA1	SUBCELLULAR LOCATION: Cytoplasm.
P08417	FUMH_YEAST	FUM1 YPL262W	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:11585823, ECO:0000269|PubMed:20231875, ECO:0000269|PubMed:3040736}. Cytoplasm {ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:11585823, ECO:0000269|PubMed:20231875, ECO:0000269|PubMed:3040736}. Nucleus {ECO:0000269|PubMed:20231875}. Note=Mitochondrial, cytoplasmic and nuclear forms are derived from a single translation product and not by alternative initiation of the transcript (PubMed:11585823). The mitochondrial transit peptide is cleaved by the mitochondrial processing peptidase, promoting mitochondrial targeting of around 70% of the proteins (PubMed:11585823). The remaining 30% of the processed proteins localize in the cytosol: they probably undergo rapid folding into an import-incompetent state, leading to retrograde movement of the processed proteins back to the cytosol through the translocation pore (PubMed:11585823). Translocates from the cytosol to the nucleus in response to DNA damage (PubMed:20231875). {ECO:0000269|PubMed:11585823, ECO:0000269|PubMed:20231875}.
P08425	SYFM_YEAST	MSF1 YPR047W YP9499.05	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.
P08432	DCOR_YEAST	SPE1 ORD1 YKL184W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P08458	SPS1_YEAST	SPS1 YDR523C D9719.27	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm {ECO:0000269|PubMed:14562095}.
P08466	NUC1_YEAST	NUC1 YJL208C HRE329 J0310	SUBCELLULAR LOCATION: Mitochondrion inner membrane.
P08518	RPB2_YEAST	RPB2 RPB150 RPO22 YOR151C	SUBCELLULAR LOCATION: Nucleus.
P08524	ERG20_YEAST	ERG20 BOT3 FDS1 FPP1 YJL167W J0525	
P08525	QCR8_YEAST	QCR8 YJL166W J0526	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.
P08536	MET3_YEAST	MET3 YJR010W J1436	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03106, ECO:0000269|PubMed:14562095}.
P08539	GPA1_YEAST	GPA1 CDC70 DAC1 SCG1 YHR005C	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor; Cytoplasmic side. Endosome membrane; Lipid-anchor; Cytoplasmic side. Note=Localizes predominantly to the plasma membrane in its inactive, GDP-bound form, and is directed to endosomes once in its active, GTP-bound form. Concentrates at the tip of the mating projections.
P08566	ARO1_YEAST	ARO1 AROM YDR127W YD9302.02	SUBCELLULAR LOCATION: Cytoplasm.
P08638	LEUR_YEAST	LEU3 YLR451W L9324.1	SUBCELLULAR LOCATION: Nucleus.
P08640	FLO11_YEAST	FLO11 MAL5 MUC1 S1 S2 YIR019C	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000269|PubMed:10383953, ECO:0000269|PubMed:11027318, ECO:0000269|PubMed:20619652}. Membrane; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:20619652}. Note=The protein is attached to the cell wall via a GPI-anchor and is also shed liberally into extracellular fluid; increased shedding is associated with biofilm mat expansion but decreased invasive growth. {ECO:0000269|PubMed:20619652}.
P08678	CYAA_YEAST	CYR1 CDC35 HSR1 SRA4 YJL005W J1401	
P08679	CISY2_YEAST	CIT2 YCR005C YCR043 YCR5C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25982115}. Peroxisome {ECO:0000269|PubMed:2181273, ECO:0000269|PubMed:25982115}.
P08964	MYO1_YEAST	MYO1 YHR023W	
P09032	EI2BG_YEAST	GCD1 TIF223 TRA3 YOR260W	
P09064	IF2B_YEAST	SUI3 TIF212 YPL237W	
P09119	CDC6_YEAST	CDC6 YJL194W J0347	SUBCELLULAR LOCATION: Nucleus. Chromosome.
P09201	F16P_YEAST	FBP1 YLR377C L8039.18	
P09232	PRTB_YEAST	PRB1 YEL060C	SUBCELLULAR LOCATION: Vacuole.
P09435	HSP73_YEAST	SSA3 YBL075C YBL06.07 YBL0610	SUBCELLULAR LOCATION: Cytoplasm.
P09440	C1TM_YEAST	MIS1 YBR084W YBR0751	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:3528153}.
P09547	SWI1_YEAST	SWI1 ADR6 GAM3 YPL016W LPA1	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000269|PubMed:18362884}. Note=While the soluble protein is nuclear, [SWI+] aggregates appear to be cytoplasmic.
P09620	KEX1_YEAST	KEX1 YGL203C	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:1469044}; Single-pass type I membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:1469044}.
P09624	DLDH_YEAST	LPD1 DHLP1 YFL018C	SUBCELLULAR LOCATION: Mitochondrion matrix.
P09733	TBA1_YEAST	TUB1 YML085C	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P09734	TBA3_YEAST	TUB3 YML124C YM7056.02C	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P09798	CDC16_YEAST	CDC16 YKL022C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P09880	TRNL_YEAST	TRL1 RLG1 YJL087C J0927	
P09938	RIR2_YEAST	RNR2 CRT6 YJL026W J1271	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12732713, ECO:0000269|PubMed:18851834}. Note=Found predominantly in the nucleus under normal growth conditions and is redistributed to the cytoplasm in damaged cells in a DNA replication and damage checkpoint-dependent manner. Nuclear localization is mediated by DIF1.
P09950	HEM1_YEAST	HEM1 CYD1 YDR232W YD9934.16	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:3023841, ECO:0000269|PubMed:6381051}.
P09959	SWI6_YEAST	SWI6 YLR182W L9470.8	SUBCELLULAR LOCATION: Nucleus. Cytoplasm.
P0C0T4	RS25B_YEAST	RPS25B RPS31 RPS31B YLR333C L8300.10	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P0C0V8	RS21A_YEAST	RPS21A RPS25 RPS25A RPS26A YKR057W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14627813, ECO:0000269|PubMed:22096102}.
P0C0W9	RL11A_YEAST	RPL11A RP39A RPL16A YPR102C P8283.14	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}. Nucleus {ECO:0000269|PubMed:23118189}. Note=The SYO1-uL5-uL18 complex is transported into the nucleus by KAP104. {ECO:0000269|PubMed:23118189}.
P0C0X0	RS28B_YEAST	RPS28B RPS33B YLR264W L8479.5	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P0C2I2	YD14B_YEAST	TY1B-DR5 YDRWTy1-4 POL YDR316W-B D9740.1	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2I3	YD15B_YEAST	TY1B-DR6 YDRWTy1-5 POL YDR365W-B D9481.12	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2I5	YL12B_YEAST	TY1B-LR2 YLRCTy1-2 POL YLR157C-B L9632.7	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2I6	YL13B_YEAST	TY1B-LR3 YLRWTy1-3 POL YLR227W-B L8083.11	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2I7	YL14B_YEAST	TY1B-LR4 YLRWTy1-4 POL YLR256W-B/YLR256W-C	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2I9	YP12B_YEAST	TY1B-PR1 YPRCTy1-2 POL YPR137C-B P9659.6c	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2J0	YP13B_YEAST	TY1B-PR2 YPRWTy1-3 POL YPR158W-B P9584.3c	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2J1	YP14B_YEAST	TY1B-PR3 YPRCTy1-4 POL YPR158C-D P9584.3	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2J3	YL21B_YEAST	TY2B-LR1 YLRWTy2-1 POL YLR410W-B L9931.7b	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2J5	YL22B_YEAST	TY2B-LR2 YLRCTy2-2 POL YLR424C-A L9576.6c	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C2J7	YH41B_YEAST	TY4B-H YHLWTy4-1 POL YHL009W-B YHL008W-A	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
P0C5R9	RNK_YEAST	YPR170W-B	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:30910982, ECO:0000305|PubMed:29526695}; Multi-pass membrane protein {ECO:0000269|PubMed:29526695, ECO:0000269|PubMed:30910982}. Vacuole membrane {ECO:0000269|PubMed:26928762, ECO:0000269|PubMed:30910982}; Multi-pass membrane protein {ECO:0000269|PubMed:30910982}.
P0CD91	AQY1_YEAST	AQY1 AQY1-2 YPR192W P9677.5	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Multi-pass membrane protein.
P0CE41	HAP1_YEAST	HAP1 CYP1 YLR256W L9672.1	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227}.
P0CG63	UBI4P_YEAST	UBI4 SCD2 YLL039C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250|UniProtKB:Q15843}.
P0CH08	RL40A_YEAST	RPL40A UBI1 YIL148W	SUBCELLULAR LOCATION: [Ubiquitin]: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.; SUBCELLULAR LOCATION: [60S ribosomal protein L40-A]: Cytoplasm {ECO:0000269|PubMed:22096102}.
P0CH09	RL40B_YEAST	RPL40B UBI2 YKR094C	SUBCELLULAR LOCATION: [Ubiquitin]: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.; SUBCELLULAR LOCATION: [60S ribosomal protein L40-B]: Cytoplasm {ECO:0000269|PubMed:22096102}.
P0CS82	HAP1_YEASX	HAP1 CYP1	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227, ECO:0000269|PubMed:8182072}.
P0CS90	HSP77_YEAST	SSC1 ENS1 YJR045C J1639	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:2265609}.
P0CS91	HSP77_YEASX	SSC1 ENS1	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P0CS90}.
P0CT04	IPB2_YEAST	PBI2 YNL015W N2844	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1100120, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9159115}.
P0CX27	RL44A_YEAST	RPL42A RPL41A SCL41A YNL162W N1722	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P0CX28	RL44B_YEAST	RPL42B MAK18 RPL41B SCL41B YHR141C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
